State,value,Category,Scenario
SC_Sumter,TX_Freestone,Non Speciality Crop,
SC_Sumter,TX_Caldwell,Speciality Crop,
SC_Sumter,TX_Hays,Non Speciality Crop,
SC_Sumter,TX_Guadalupe,Speciality Crop,
SC_Sumter,TX_Burleson,Speciality Crop,
SC_Sumter,TX_Houston,Non Speciality Crop,
SC_Sumter,TX_Madison,Speciality Crop,
SC_Williamsburg,TX_Bastrop,Speciality Crop,
SC_Williamsburg,TX_Milam,Speciality Crop,
SC_Williamsburg,TX_Travis,Speciality Crop,
SC_Williamsburg,TX_Burleson,Speciality Crop,
SC_Williamsburg,TX_Washington,Speciality Crop,
SC_Williamsburg,TX_Caldwell,Speciality Crop,
SC_Williamsburg,TX_Fayette,Speciality Crop,
SC_Williamsburg,TX_Guadalupe,Speciality Crop,
SC_Williamsburg,TX_Freestone,Non Speciality Crop,
SC_Williamsburg,TX_Wilson,Speciality Crop,
TN_Bledsoe,AR_Jefferson,Speciality Crop,
TN_Bledsoe,AR_Cleveland,Non Speciality Crop,
TN_Bledsoe,AR_Lincoln,Non Speciality Crop,
TN_Bledsoe,MS_Coahoma,Non Speciality Crop,
TN_Bledsoe,MS_Quitman,Non Speciality Crop,
TN_Bledsoe,MS_Tallahatchie,Non Speciality Crop,
TN_Cocke,OK_Love,Non Speciality Crop,
TN_Cocke,TX_Cooke,Speciality Crop,
TN_Cocke,OK_Carter,Speciality Crop,
TN_Cocke,TX_Hopkins,Non Speciality Crop,
TN_Cocke,OK_Marshall,Speciality Crop,
TN_Cumberland,TN_Shelby,Non Speciality Crop,
TN_Cumberland,AR_Crawford,Non Speciality Crop,
TN_Dyer,TX_Dallas,Non Speciality Crop,
TN_Dyer,TX_Denton,Non Speciality Crop,
TN_Dyer,TX_Tarrant,Non Speciality Crop,
TN_Dyer,TX_Rockwall,Non Speciality Crop,
TN_Dyer,TX_Collin,Speciality Crop,
TN_Dyer,TX_Ellis,Speciality Crop,
TN_Dyer,TX_Kaufman,Non Speciality Crop,
TN_Dyer,TX_Grayson,Speciality Crop,
TN_Dyer,TX_Hunt,Speciality Crop,
TN_Dyer,TX_McLennan,Non Speciality Crop,
TN_Greene,OK_Johnston,Non Speciality Crop,
TN_Greene,OK_Atoka,Speciality Crop,
TN_Washington,GA_Morgan,Non Speciality Crop,
TN_Washington,OK_Coal,Speciality Crop,
TN_Washington,OK_Atoka,Speciality Crop,
TX_Atascosa,TX_Dimmit,Non Speciality Crop,
TX_Atascosa,TX_La Salle,Non Speciality Crop,
TX_Atascosa,TX_Starr,Non Speciality Crop,
TX_Atascosa,TX_McMullen,Non Speciality Crop,
TX_Austin,TX_Dimmit,Non Speciality Crop,
TX_Austin,TX_La Salle,Non Speciality Crop,
TX_Austin,TX_McMullen,Non Speciality Crop,
TX_Austin,AZ_La Paz,Non Speciality Crop,
TX_Austin,AZ_Yuma,Speciality Crop,
TX_Austin,AZ_Maricopa,Speciality Crop,
TX_Austin,TX_Maverick,Speciality Crop,
TX_Austin,CA_Imperial,Speciality Crop,
TX_Austin,TX_Live Oak,Non Speciality Crop,
TX_Bastrop,TX_Dimmit,Non Speciality Crop,
TX_Bastrop,TX_La Salle,Non Speciality Crop,
TX_Bastrop,TX_McMullen,Non Speciality Crop,
TX_Bastrop,TX_Maverick,Speciality Crop,
TX_Bastrop,AZ_La Paz,Non Speciality Crop,
TX_Bastrop,AZ_Yuma,Speciality Crop,
TX_Bastrop,TX_Live Oak,Non Speciality Crop,
TX_Bell,TX_McMullen,Non Speciality Crop,
TX_Bell,TX_Maverick,Speciality Crop,
TX_Bell,TX_La Salle,Non Speciality Crop,
TX_Bell,TX_Dimmit,Non Speciality Crop,
TX_Bell,TX_Frio,Speciality Crop,
TX_Bell,TX_Atascosa,Speciality Crop,
TX_Bell,TX_Zavala,Speciality Crop,
TX_Bell,TX_Live Oak,Non Speciality Crop,
TX_Bell,TX_Wilson,Speciality Crop,
TX_Bexar,TX_Dimmit,Non Speciality Crop,
TX_Bexar,TX_La Salle,Non Speciality Crop,
TX_Bexar,TX_McMullen,Non Speciality Crop,
TX_Bexar,AZ_La Paz,Non Speciality Crop,
TX_Bexar,TX_Live Oak,Non Speciality Crop,
TX_Bexar,TX_Maverick,Speciality Crop,
TX_Bexar,AZ_Yuma,Speciality Crop,
TX_Bexar,CA_Imperial,Speciality Crop,
TX_Bosque,TX_Frio,Speciality Crop,
TX_Bosque,TX_McMullen,Non Speciality Crop,
TX_Bosque,TX_Maverick,Speciality Crop,
TX_Bosque,TX_La Salle,Non Speciality Crop,
TX_Bosque,TX_Dimmit,Non Speciality Crop,
TX_Bosque,TX_Wilson,Speciality Crop,
TX_Bosque,TX_Atascosa,Speciality Crop,
TX_Bosque,TX_Fayette,Speciality Crop,
TX_Bowie,TX_Grimes,Non Speciality Crop,
TX_Bowie,TX_Fayette,Speciality Crop,
TX_Bowie,TX_Bastrop,Speciality Crop,
TX_Bowie,TX_Wilson,Speciality Crop,
TX_Bowie,TX_Brazos,Speciality Crop,
TX_Bowie,TX_Guadalupe,Speciality Crop,
TX_Bowie,TX_Burleson,Speciality Crop,
TX_Bowie,TX_Gonzales,Speciality Crop,
TX_Bowie,TX_Washington,Speciality Crop,
TX_Bowie,TX_Atascosa,Speciality Crop,
TX_Brazoria,TX_Starr,Non Speciality Crop,
TX_Brazoria,TX_Dimmit,Non Speciality Crop,
TX_Brazoria,TX_Hidalgo,Speciality Crop,
TX_Brazoria,TX_La Salle,Non Speciality Crop,
TX_Brazoria,AZ_Yuma,Speciality Crop,
TX_Brazoria,TX_Webb,Non Speciality Crop,
TX_Brazoria,CA_Imperial,Speciality Crop,
TX_Brazos,TX_La Salle,Non Speciality Crop,
TX_Brazos,TX_Dimmit,Non Speciality Crop,
TX_Brazos,TX_McMullen,Non Speciality Crop,
TX_Brazos,TX_Maverick,Speciality Crop,
TX_Brazos,TX_Live Oak,Non Speciality Crop,
TX_Brazos,AZ_La Paz,Non Speciality Crop,
TX_Brown,TX_Frio,Speciality Crop,
TX_Brown,TX_Atascosa,Speciality Crop,
TX_Brown,TX_Wilson,Speciality Crop,
TX_Brown,TX_Bastrop,Speciality Crop,
TX_Brown,TX_Zavala,Speciality Crop,
TX_Brown,TX_Guadalupe,Speciality Crop,
TX_Brown,TX_Travis,Speciality Crop,
TX_Brown,TX_Bexar,Speciality Crop,
TX_Brown,TX_Caldwell,Speciality Crop,
TX_Brown,TX_Kinney,Non Speciality Crop,
TX_Burleson,TX_La Salle,Non Speciality Crop,
TX_Burleson,TX_Dimmit,Non Speciality Crop,
TX_Burleson,TX_McMullen,Non Speciality Crop,
TX_Burleson,TX_Maverick,Speciality Crop,
TX_Burleson,TX_Live Oak,Non Speciality Crop,
TX_Burleson,AZ_La Paz,Non Speciality Crop,
TX_Burleson,TX_Frio,Speciality Crop,
TX_Burleson,AZ_Maricopa,Speciality Crop,
TX_Caldwell,TX_Dimmit,Non Speciality Crop,
TX_Caldwell,TX_La Salle,Non Speciality Crop,
TX_Caldwell,TX_McMullen,Non Speciality Crop,
TX_Caldwell,TX_Maverick,Speciality Crop,
TX_Caldwell,TX_Live Oak,Non Speciality Crop,
TX_Caldwell,AZ_La Paz,Non Speciality Crop,
TX_Clay,TX_Bastrop,Speciality Crop,
TX_Clay,TX_Guadalupe,Speciality Crop,
TX_Clay,TX_Fayette,Speciality Crop,
TX_Clay,TX_Hill,Non Speciality Crop,
TX_Clay,TX_McLennan,Non Speciality Crop,
TX_Clay,TX_Bell,Speciality Crop,
TX_Clay,TX_Falls,Non Speciality Crop,
TX_Clay,TX_Johnson,Non Speciality Crop,
TX_Clay,TX_Washington,Speciality Crop,
TX_Clay,TX_Grimes,Non Speciality Crop,
TX_Collin,TX_Frio,Speciality Crop,
TX_Collin,TX_Atascosa,Speciality Crop,
TX_Collin,TX_Wilson,Speciality Crop,
TX_Collin,TX_Bastrop,Speciality Crop,
TX_Collin,TX_Zavala,Speciality Crop,
TX_Collin,TX_Fayette,Speciality Crop,
TX_Collin,TX_Milam,Speciality Crop,
TX_Collin,TX_Travis,Speciality Crop,
TX_Collin,TX_Maverick,Speciality Crop,
TX_Collin,TX_Caldwell,Speciality Crop,
TX_Colorado,TX_Dimmit,Non Speciality Crop,
TX_Colorado,TX_La Salle,Non Speciality Crop,
TX_Colorado,TX_McMullen,Non Speciality Crop,
TX_Colorado,TX_Maverick,Speciality Crop,
TX_Colorado,AZ_La Paz,Non Speciality Crop,
TX_Colorado,TX_Live Oak,Non Speciality Crop,
TX_Colorado,AZ_Yuma,Speciality Crop,
TX_Comanche,TX_Frio,Speciality Crop,
TX_Comanche,TX_Wilson,Speciality Crop,
TX_Comanche,TX_Fayette,Speciality Crop,
TX_Comanche,TX_Atascosa,Speciality Crop,
TX_Comanche,TX_Bexar,Speciality Crop,
TX_Comanche,TX_Bastrop,Speciality Crop,
TX_Comanche,TX_Guadalupe,Speciality Crop,
TX_Comanche,TX_Kinney,Non Speciality Crop,
TX_Comanche,TX_Washington,Speciality Crop,
TX_Comanche,TX_Travis,Speciality Crop,
TX_Cooke,TX_Bastrop,Speciality Crop,
TX_Cooke,TX_Fayette,Speciality Crop,
TX_Cooke,TX_Guadalupe,Speciality Crop,
TX_Cooke,TX_Gonzales,Speciality Crop,
TX_Cooke,TX_Bell,Speciality Crop,
TX_Cooke,TX_Falls,Non Speciality Crop,
TX_Cooke,TX_Washington,Speciality Crop,
TX_Cooke,TX_Williamson,Speciality Crop,
TX_Cooke,TX_McLennan,Non Speciality Crop,
TX_Cooke,TX_Robertson,Speciality Crop,
TX_Coryell,TX_McMullen,Non Speciality Crop,
TX_Coryell,TX_La Salle,Non Speciality Crop,
TX_Coryell,TX_Maverick,Speciality Crop,
TX_Coryell,TX_Frio,Speciality Crop,
TX_Coryell,TX_Dimmit,Non Speciality Crop,
TX_Coryell,TX_Atascosa,Speciality Crop,
TX_Coryell,TX_Wilson,Speciality Crop,
TX_Coryell,TX_Fayette,Speciality Crop,
TX_Eastland,TX_Wilson,Speciality Crop,
TX_Eastland,TX_Frio,Speciality Crop,
TX_Eastland,TX_Bastrop,Speciality Crop,
TX_Eastland,TX_Kinney,Non Speciality Crop,
TX_Eastland,TX_Bexar,Speciality Crop,
TX_Eastland,TX_Atascosa,Speciality Crop,
TX_Eastland,TX_Fayette,Speciality Crop,
TX_Eastland,TX_Milam,Speciality Crop,
TX_Eastland,TX_Travis,Speciality Crop,
TX_Eastland,TX_Caldwell,Speciality Crop,
TX_El Paso,AZ_Pima,Non Speciality Crop,
TX_El Paso,TX_Crane,Non Speciality Crop,
TX_El Paso,TX_Val Verde,Non Speciality Crop,
TX_El Paso,AZ_Pinal,Speciality Crop,
TX_El Paso,TX_Loving,Non Speciality Crop,
TX_El Paso,TX_Reeves,Non Speciality Crop,
TX_El Paso,TX_Terrell,Non Speciality Crop,
TX_El Paso,TX_Zavala,Speciality Crop,
TX_El Paso,TX_Maverick,Speciality Crop,
TX_El Paso,AZ_Maricopa,Speciality Crop,
TX_Ellis,TX_La Salle,Non Speciality Crop,
TX_Ellis,TX_McMullen,Non Speciality Crop,
TX_Ellis,TX_Maverick,Speciality Crop,
TX_Ellis,TX_Dimmit,Non Speciality Crop,
TX_Ellis,TX_Frio,Speciality Crop,
TX_Ellis,TX_Atascosa,Speciality Crop,
TX_Ellis,TX_Wilson,Speciality Crop,
TX_Ellis,TX_Fayette,Speciality Crop,
TX_Erath,TX_Frio,Speciality Crop,
TX_Erath,TX_Atascosa,Speciality Crop,
TX_Erath,TX_Wilson,Speciality Crop,
TX_Erath,TX_Fayette,Speciality Crop,
TX_Erath,TX_Bastrop,Speciality Crop,
TX_Erath,TX_Guadalupe,Speciality Crop,
TX_Erath,TX_Bexar,Speciality Crop,
TX_Erath,TX_Caldwell,Speciality Crop,
TX_Erath,TX_Travis,Speciality Crop,
TX_Erath,TX_Milam,Speciality Crop,
TX_Fannin,TX_Bastrop,Speciality Crop,
TX_Fannin,TX_Bell,Speciality Crop,
TX_Fannin,TX_Milam,Speciality Crop,
TX_Fannin,TX_Guadalupe,Speciality Crop,
TX_Fannin,TX_Williamson,Speciality Crop,
TX_Fannin,TX_Grimes,Non Speciality Crop,
TX_Fannin,TX_Fayette,Speciality Crop,
TX_Fannin,TX_McLennan,Non Speciality Crop,
TX_Fannin,TX_Falls,Non Speciality Crop,
TX_Fannin,TX_Wilson,Speciality Crop,
TX_Fayette,TX_Dimmit,Non Speciality Crop,
TX_Fayette,TX_La Salle,Non Speciality Crop,
TX_Fayette,TX_McMullen,Non Speciality Crop,
TX_Fayette,TX_Maverick,Speciality Crop,
TX_Fayette,AZ_La Paz,Non Speciality Crop,
TX_Fayette,AZ_Yuma,Speciality Crop,
TX_Fayette,CA_Imperial,Speciality Crop,
TX_Fayette,TX_Live Oak,Non Speciality Crop,
TX_Fayette,AZ_Maricopa,Speciality Crop,
TX_Fort Bend,TX_Dimmit,Non Speciality Crop,
TX_Fort Bend,AZ_Yuma,Speciality Crop,
TX_Fort Bend,CA_Imperial,Speciality Crop,
TX_Fort Bend,AZ_La Paz,Non Speciality Crop,
TX_Fort Bend,TX_La Salle,Non Speciality Crop,
TX_Fort Bend,TX_McMullen,Non Speciality Crop,
TX_Fort Bend,AZ_Maricopa,Speciality Crop,
TX_Fort Bend,TX_Maverick,Speciality Crop,
TX_Fort Bend,TX_Starr,Non Speciality Crop,
TX_Frio,AZ_Yuma,Speciality Crop,
TX_Frio,CA_Imperial,Speciality Crop,
TX_Frio,TX_Dimmit,Non Speciality Crop,
TX_Frio,AZ_La Paz,Non Speciality Crop,
TX_Frio,TX_La Salle,Non Speciality Crop,
TX_Frio,TX_McMullen,Non Speciality Crop,
TX_Gaines,TX_Bell,Speciality Crop,
TX_Gaines,TX_McLennan,Non Speciality Crop,
TX_Gaines,TX_Milam,Speciality Crop,
TX_Gaines,TX_Falls,Non Speciality Crop,
TX_Gaines,TX_Crane,Non Speciality Crop,
TX_Gaines,TX_Concho,Non Speciality Crop,
TX_Gaines,TX_Johnson,Non Speciality Crop,
TX_Gaines,TX_Hill,Non Speciality Crop,
TX_Gaines,TX_Williamson,Speciality Crop,
TX_Gaines,TX_Bosque,Speciality Crop,
TX_Gillespie,TX_McMullen,Non Speciality Crop,
TX_Gillespie,TX_Frio,Speciality Crop,
TX_Gillespie,TX_Maverick,Speciality Crop,
TX_Gillespie,TX_La Salle,Non Speciality Crop,
TX_Gillespie,TX_Dimmit,Non Speciality Crop,
TX_Gillespie,TX_Atascosa,Speciality Crop,
TX_Gillespie,TX_Wilson,Speciality Crop,
TX_Gillespie,TX_Kinney,Non Speciality Crop,
TX_Gillespie,TX_Bexar,Speciality Crop,
TX_Gillespie,TX_Zavala,Speciality Crop,
TX_Glasscock,TX_Kinney,Non Speciality Crop,
TX_Glasscock,TX_Milam,Speciality Crop,
TX_Glasscock,TX_Travis,Speciality Crop,
TX_Glasscock,TX_Frio,Speciality Crop,
TX_Glasscock,TX_Zavala,Speciality Crop,
TX_Glasscock,TX_Uvalde,Speciality Crop,
TX_Glasscock,TX_Bastrop,Speciality Crop,
TX_Glasscock,TX_Maverick,Speciality Crop,
TX_Glasscock,TX_Bell,Speciality Crop,
TX_Glasscock,TX_Atascosa,Speciality Crop,
TX_Gonzales,TX_Dimmit,Non Speciality Crop,
TX_Gonzales,TX_La Salle,Non Speciality Crop,
TX_Gonzales,TX_McMullen,Non Speciality Crop,
TX_Gonzales,TX_Maverick,Speciality Crop,
TX_Gonzales,AZ_La Paz,Non Speciality Crop,
TX_Gonzales,TX_Live Oak,Non Speciality Crop,
TX_Gonzales,AZ_Yuma,Speciality Crop,
TX_Gonzales,CA_Imperial,Speciality Crop,
TX_Grayson,TX_Travis,Speciality Crop,
TX_Grayson,TX_Bastrop,Speciality Crop,
TX_Grayson,TX_Bell,Speciality Crop,
TX_Grayson,TX_Wilson,Speciality Crop,
TX_Grayson,TX_Milam,Speciality Crop,
TX_Grayson,TX_Falls,Non Speciality Crop,
TX_Grayson,TX_Williamson,Speciality Crop,
TX_Grayson,TX_Kinney,Non Speciality Crop,
TX_Grayson,TX_Guadalupe,Speciality Crop,
TX_Grayson,TX_Frio,Speciality Crop,
TX_Guadalupe,TX_Dimmit,Non Speciality Crop,
TX_Guadalupe,TX_La Salle,Non Speciality Crop,
TX_Guadalupe,TX_McMullen,Non Speciality Crop,
TX_Guadalupe,TX_Maverick,Speciality Crop,
TX_Guadalupe,TX_Live Oak,Non Speciality Crop,
TX_Guadalupe,AZ_La Paz,Non Speciality Crop,
TX_Hale,TX_Jones,Non Speciality Crop,
TX_Hale,TX_Young,Non Speciality Crop,
TX_Hale,TX_Fisher,Non Speciality Crop,
TX_Hale,TX_King,Non Speciality Crop,
TX_Hale,TX_Haskell,Non Speciality Crop,
TX_Hale,TX_Stephens,Non Speciality Crop,
TX_Hale,TX_Throckmorton,Non Speciality Crop,
TX_Hale,TX_Mitchell,Non Speciality Crop,
TX_Hale,TX_Stonewall,Non Speciality Crop,
TX_Hale,TX_Loving,Non Speciality Crop,
TX_Hamilton,TX_Frio,Speciality Crop,
TX_Hamilton,TX_Maverick,Speciality Crop,
TX_Hamilton,TX_Atascosa,Speciality Crop,
TX_Hamilton,TX_McMullen,Non Speciality Crop,
TX_Hamilton,TX_Wilson,Speciality Crop,
TX_Hamilton,TX_Fayette,Speciality Crop,
TX_Hamilton,TX_Bastrop,Speciality Crop,
TX_Hamilton,TX_La Salle,Non Speciality Crop,
TX_Hamilton,TX_Zavala,Speciality Crop,
TX_Hamilton,TX_Dimmit,Non Speciality Crop,
TX_Hartley,TX_Hall,Non Speciality Crop,
TX_Hartley,TX_Cottle,Non Speciality Crop,
TX_Hartley,TX_King,Non Speciality Crop,
TX_Hartley,TX_Motley,Non Speciality Crop,
TX_Hartley,TX_Childress,Non Speciality Crop,
TX_Hartley,TX_Yoakum,Speciality Crop,
TX_Hartley,NM_Lea,Speciality Crop,
TX_Hartley,TX_Collingsworth,Non Speciality Crop,
TX_Hartley,TX_Donley,Non Speciality Crop,
TX_Hartley,OK_Harmon,Non Speciality Crop,
TX_Henderson,TX_Frio,Speciality Crop,
TX_Henderson,TX_McMullen,Non Speciality Crop,
TX_Henderson,TX_Maverick,Speciality Crop,
TX_Henderson,TX_Atascosa,Speciality Crop,
TX_Henderson,TX_La Salle,Non Speciality Crop,
TX_Henderson,TX_Wilson,Speciality Crop,
TX_Henderson,TX_Fayette,Speciality Crop,
TX_Henderson,TX_Dimmit,Non Speciality Crop,
TX_Henderson,TX_Bexar,Speciality Crop,
TX_Hudspeth,TX_Crane,Non Speciality Crop,
TX_Hudspeth,TX_Loving,Non Speciality Crop,
TX_Hudspeth,TX_Terrell,Non Speciality Crop,
TX_Hudspeth,TX_Reeves,Non Speciality Crop,
TX_Hudspeth,TX_Val Verde,Non Speciality Crop,
TX_Hudspeth,TX_Midland,Speciality Crop,
TX_Hudspeth,AZ_Pima,Non Speciality Crop,
TX_Hudspeth,TX_Concho,Non Speciality Crop,
TX_Hunt,TX_Fayette,Speciality Crop,
TX_Hunt,TX_Grimes,Non Speciality Crop,
TX_Hunt,TX_Wilson,Speciality Crop,
TX_Hunt,TX_Bastrop,Speciality Crop,
TX_Hunt,TX_Brazos,Speciality Crop,
TX_Hunt,TX_Washington,Speciality Crop,
TX_Hunt,TX_Guadalupe,Speciality Crop,
TX_Hunt,TX_Gonzales,Speciality Crop,
TX_Hunt,TX_Hays,Non Speciality Crop,
TX_Hunt,TX_Milam,Speciality Crop,
TX_Lamar,TX_Guadalupe,Speciality Crop,
TX_Lamar,TX_Hays,Non Speciality Crop,
TX_Lamar,TX_Bastrop,Speciality Crop,
TX_Lamar,TX_Fayette,Speciality Crop,
TX_Lamar,TX_Grimes,Non Speciality Crop,
TX_Lamar,TX_Caldwell,Speciality Crop,
TX_Lamar,TX_Bell,Speciality Crop,
TX_Lamar,TX_Brazos,Speciality Crop,
TX_Lamar,TX_Williamson,Speciality Crop,
TX_Lamar,TX_McLennan,Non Speciality Crop,
TX_Lamb,TX_Stonewall,Non Speciality Crop,
TX_Lamb,TX_Haskell,Non Speciality Crop,
TX_Lamb,TX_Dawson,Non Speciality Crop,
TX_Lamb,TX_Scurry,Non Speciality Crop,
TX_Lamb,TX_Throckmorton,Non Speciality Crop,
TX_Lamb,TX_Jones,Non Speciality Crop,
TX_Lamb,TX_Fisher,Non Speciality Crop,
TX_Lamb,TX_Mitchell,Non Speciality Crop,
TX_Lamb,TX_Coke,Non Speciality Crop,
TX_Lamb,TX_Gaines,Speciality Crop,
TX_Lampasas,TX_La Salle,Non Speciality Crop,
TX_Lampasas,TX_McMullen,Non Speciality Crop,
TX_Lampasas,TX_Maverick,Speciality Crop,
TX_Lampasas,TX_Frio,Speciality Crop,
TX_Lampasas,TX_Dimmit,Non Speciality Crop,
TX_Lampasas,TX_Wilson,Speciality Crop,
TX_Lampasas,TX_Atascosa,Speciality Crop,
TX_Lampasas,TX_Bexar,Speciality Crop,
TX_Lavaca,TX_Dimmit,Non Speciality Crop,
TX_Lavaca,TX_La Salle,Non Speciality Crop,
TX_Lavaca,AZ_La Paz,Non Speciality Crop,
TX_Lavaca,TX_McMullen,Non Speciality Crop,
TX_Lavaca,AZ_Yuma,Speciality Crop,
TX_Lavaca,CA_Imperial,Speciality Crop,
TX_Lavaca,TX_Live Oak,Non Speciality Crop,
TX_Lavaca,TX_Maverick,Speciality Crop,
TX_Lee,TX_Dimmit,Non Speciality Crop,
TX_Lee,TX_La Salle,Non Speciality Crop,
TX_Lee,TX_McMullen,Non Speciality Crop,
TX_Lee,TX_Maverick,Speciality Crop,
TX_Lee,AZ_La Paz,Non Speciality Crop,
TX_Lee,TX_Live Oak,Non Speciality Crop,
TX_Lee,TX_Frio,Speciality Crop,
TX_Lubbock,TX_Concho,Non Speciality Crop,
TX_Lubbock,TX_Somervell,Non Speciality Crop,
TX_Lubbock,TX_Tom Green,Non Speciality Crop,
TX_Lubbock,TX_Haskell,Non Speciality Crop,
TX_Lubbock,TX_Throckmorton,Non Speciality Crop,
TX_Lubbock,TX_Jones,Non Speciality Crop,
TX_Lubbock,TX_Palo Pinto,Speciality Crop,
TX_Lubbock,TX_McCulloch,Non Speciality Crop,
TX_Lubbock,TX_Crane,Non Speciality Crop,
TX_Lubbock,TX_Knox,Non Speciality Crop,
TX_Madison,TX_McMullen,Non Speciality Crop,
TX_Madison,TX_La Salle,Non Speciality Crop,
TX_Madison,TX_Maverick,Speciality Crop,
TX_Madison,TX_Dimmit,Non Speciality Crop,
TX_Madison,TX_Atascosa,Speciality Crop,
TX_Madison,TX_Live Oak,Non Speciality Crop,
TX_Madison,TX_Frio,Speciality Crop,
TX_Madison,TX_Karnes,Non Speciality Crop,
TX_Matagorda,TX_Starr,Non Speciality Crop,
TX_Matagorda,TX_Hidalgo,Speciality Crop,
TX_Matagorda,TX_Brooks,Non Speciality Crop,
TX_Matagorda,TX_Dimmit,Non Speciality Crop,
TX_Matagorda,CA_Imperial,Speciality Crop,
TX_Matagorda,AZ_Yuma,Speciality Crop,
TX_Maverick,TX_Dimmit,Non Speciality Crop,
TX_Medina,TX_Dimmit,Non Speciality Crop,
TX_Medina,AZ_Yuma,Speciality Crop,
TX_Medina,CA_Imperial,Speciality Crop,
TX_Medina,AZ_La Paz,Non Speciality Crop,
TX_Medina,TX_La Salle,Non Speciality Crop,
TX_Medina,TX_McMullen,Non Speciality Crop,
TX_Medina,TX_Live Oak,Non Speciality Crop,
TX_Midland,TX_Kinney,Non Speciality Crop,
TX_Midland,TX_Frio,Speciality Crop,
TX_Midland,TX_Maverick,Speciality Crop,
TX_Midland,TX_Zavala,Speciality Crop,
TX_Midland,TX_La Salle,Non Speciality Crop,
TX_Midland,TX_Uvalde,Speciality Crop,
TX_Midland,TX_Milam,Speciality Crop,
TX_Midland,TX_Dimmit,Non Speciality Crop,
TX_Midland,TX_Travis,Speciality Crop,
TX_Midland,TX_Bastrop,Speciality Crop,
TX_Milam,TX_La Salle,Non Speciality Crop,
TX_Milam,TX_Dimmit,Non Speciality Crop,
TX_Milam,TX_McMullen,Non Speciality Crop,
TX_Milam,TX_Maverick,Speciality Crop,
TX_Milam,TX_Live Oak,Non Speciality Crop,
TX_Montague,TX_Fayette,Speciality Crop,
TX_Montague,TX_Bell,Speciality Crop,
TX_Montague,TX_Gonzales,Speciality Crop,
TX_Montague,TX_Wilson,Speciality Crop,
TX_Montague,TX_Falls,Non Speciality Crop,
TX_Montague,TX_Bastrop,Speciality Crop,
TX_Montague,TX_Milam,Speciality Crop,
TX_Montague,TX_Williamson,Speciality Crop,
TX_Montague,TX_Kinney,Non Speciality Crop,
TX_Montague,TX_Grimes,Non Speciality Crop,
TX_Navarro,TX_McMullen,Non Speciality Crop,
TX_Navarro,TX_Maverick,Speciality Crop,
TX_Navarro,TX_La Salle,Non Speciality Crop,
TX_Navarro,TX_Frio,Speciality Crop,
TX_Navarro,TX_Dimmit,Non Speciality Crop,
TX_Navarro,TX_Zavala,Speciality Crop,
TX_Navarro,TX_Atascosa,Speciality Crop,
TX_Navarro,TX_Wilson,Speciality Crop,
TX_Palo Pinto,TX_Frio,Speciality Crop,
TX_Palo Pinto,TX_Maverick,Speciality Crop,
TX_Palo Pinto,TX_McMullen,Non Speciality Crop,
TX_Palo Pinto,TX_Atascosa,Speciality Crop,
TX_Palo Pinto,TX_Fayette,Speciality Crop,
TX_Palo Pinto,TX_Bastrop,Speciality Crop,
TX_Palo Pinto,TX_Wilson,Speciality Crop,
TX_Palo Pinto,TX_Washington,Speciality Crop,
TX_Palo Pinto,TX_Brazos,Speciality Crop,
TX_Palo Pinto,TX_Guadalupe,Speciality Crop,
TX_Parker,TX_Atascosa,Speciality Crop,
TX_Parker,TX_Frio,Speciality Crop,
TX_Parker,TX_Wilson,Speciality Crop,
TX_Parker,TX_Fayette,Speciality Crop,
TX_Parker,TX_Maverick,Speciality Crop,
TX_Parker,TX_Bastrop,Speciality Crop,
TX_Parker,TX_Burleson,Speciality Crop,
TX_Parker,TX_Gonzales,Speciality Crop,
TX_Parker,TX_Washington,Speciality Crop,
TX_Parker,TX_Caldwell,Speciality Crop,
TX_Pecos,TX_Frio,Speciality Crop,
TX_Pecos,TX_Kinney,Non Speciality Crop,
TX_Pecos,TX_Zavala,Speciality Crop,
TX_Pecos,TX_Uvalde,Speciality Crop,
TX_Pecos,TX_Maverick,Speciality Crop,
TX_Pecos,TX_Medina,Speciality Crop,
TX_Pecos,TX_McMullen,Non Speciality Crop,
TX_Pecos,TX_Atascosa,Speciality Crop,
TX_Red River,TX_Grimes,Non Speciality Crop,
TX_Red River,TX_Washington,Speciality Crop,
TX_Red River,TX_Fayette,Speciality Crop,
TX_Red River,TX_Madison,Speciality Crop,
TX_Red River,TX_Bastrop,Speciality Crop,
TX_Red River,TX_Brazos,Speciality Crop,
TX_Red River,TX_Burleson,Speciality Crop,
TX_Red River,TX_Gonzales,Speciality Crop,
TX_Red River,TX_Atascosa,Speciality Crop,
TX_Robertson,TX_La Salle,Non Speciality Crop,
TX_Robertson,TX_Dimmit,Non Speciality Crop,
TX_Robertson,TX_McMullen,Non Speciality Crop,
TX_Robertson,TX_Maverick,Speciality Crop,
TX_Robertson,TX_Live Oak,Non Speciality Crop,
TX_Robertson,TX_Atascosa,Speciality Crop,
TX_San Saba,TX_Frio,Speciality Crop,
TX_San Saba,TX_McMullen,Non Speciality Crop,
TX_San Saba,TX_Maverick,Speciality Crop,
TX_San Saba,TX_La Salle,Non Speciality Crop,
TX_San Saba,TX_Dimmit,Non Speciality Crop,
TX_San Saba,TX_Wilson,Speciality Crop,
TX_San Saba,TX_Atascosa,Speciality Crop,
TX_Smith,TX_Atascosa,Speciality Crop,
