State,value,Category,Scenario
IL_Kane,KS_Sedgwick,Non Speciality Crop,RCP85
IL_Kankakee,KS_Sedgwick,Non Speciality Crop,RCP85
IL_Kankakee,KS_Kingman,Non Speciality Crop,RCP85
IL_Kankakee,KS_Harper,Non Speciality Crop,RCP85
IL_Kankakee,KS_Sumner,Non Speciality Crop,RCP85
IL_Kankakee,KS_Leavenworth,Non Speciality Crop,RCP85
IL_Kankakee,OK_Grant,Non Speciality Crop,RCP85
IL_Kankakee,KS_Harvey,Non Speciality Crop,RCP85
IL_Kankakee,KS_Jefferson,Non Speciality Crop,RCP85
IL_Kankakee,KS_Cowley,Non Speciality Crop,RCP85
IL_Kankakee,OK_Alfalfa,Non Speciality Crop,RCP85
IL_La Salle,KS_Harper,Non Speciality Crop,RCP85
IL_La Salle,KS_Kingman,Non Speciality Crop,RCP85
IL_La Salle,KS_Sedgwick,Non Speciality Crop,RCP85
IL_La Salle,KS_Sumner,Non Speciality Crop,RCP85
IL_La Salle,KS_Harvey,Non Speciality Crop,RCP85
IL_La Salle,OK_Grant,Non Speciality Crop,RCP85
IL_La Salle,OK_Alfalfa,Non Speciality Crop,RCP85
IL_La Salle,KS_Jefferson,Non Speciality Crop,RCP85
IL_La Salle,KS_Atchison,Non Speciality Crop,RCP85
IL_La Salle,OK_Major,Non Speciality Crop,RCP85
IL_Lee,KS_Kingman,Non Speciality Crop,RCP85
IL_Lee,KS_Reno,Non Speciality Crop,RCP85
IL_Lee,KS_Rice,Non Speciality Crop,RCP85
IL_Lee,KS_McPherson,Non Speciality Crop,RCP85
IL_Lee,KS_Harper,Non Speciality Crop,RCP85
IL_Lee,OK_Alfalfa,Non Speciality Crop,RCP85
IL_Lee,OK_Grant,Non Speciality Crop,RCP85
IL_Lee,KS_Republic,Non Speciality Crop,RCP85
IL_Lee,KS_Harvey,Non Speciality Crop,RCP85
IL_Lee,KS_Mitchell,Non Speciality Crop,RCP85
IL_Madison,OK_Kay,Non Speciality Crop,RCP85
IL_Madison,OK_Noble,Non Speciality Crop,RCP85
IL_Madison,OK_Kingfisher,Non Speciality Crop,RCP85
IL_Madison,OK_Tillman,Non Speciality Crop,RCP85
IL_Madison,OK_Jackson,Non Speciality Crop,RCP85
IL_Madison,OK_Garfield,Non Speciality Crop,RCP85
IL_Madison,OK_Cotton,Non Speciality Crop,RCP85
IL_Madison,TX_Wichita,Non Speciality Crop,RCP85
IL_Madison,OK_Kiowa,Non Speciality Crop,RCP85
IL_Madison,OK_Grant,Non Speciality Crop,RCP85
IL_Marshall,KS_Harper,Non Speciality Crop,RCP85
IL_Marshall,OK_Grant,Non Speciality Crop,RCP85
IL_Marshall,KS_Sumner,Non Speciality Crop,RCP85
IL_Marshall,OK_Alfalfa,Non Speciality Crop,RCP85
IL_Marshall,KS_Kingman,Non Speciality Crop,RCP85
IL_Marshall,OK_Major,Non Speciality Crop,RCP85
IL_Marshall,KS_Reno,Non Speciality Crop,RCP85
IL_Marshall,KS_Harvey,Non Speciality Crop,RCP85
IL_Marshall,KS_Cowley,Non Speciality Crop,RCP85
IL_Marshall,KS_Sedgwick,Non Speciality Crop,RCP85
IL_Mason,OK_Grant,Non Speciality Crop,RCP85
IL_Mason,OK_Kingfisher,Non Speciality Crop,RCP85
IL_Mason,OK_Major,Non Speciality Crop,RCP85
IL_Mason,OK_Garfield,Non Speciality Crop,RCP85
IL_Mason,KS_Harper,Non Speciality Crop,RCP85
IL_Mason,KS_Sumner,Non Speciality Crop,RCP85
IL_Mason,OK_Kay,Non Speciality Crop,RCP85
IL_Mason,OK_Alfalfa,Non Speciality Crop,RCP85
IL_Mason,KS_Kingman,Non Speciality Crop,RCP85
IL_Mason,KS_Sedgwick,Non Speciality Crop,RCP85
IL_Moultrie,OK_Kingfisher,Non Speciality Crop,RCP85
IL_Moultrie,KS_Sumner,Non Speciality Crop,RCP85
IL_Moultrie,OK_Garfield,Non Speciality Crop,RCP85
IL_Moultrie,OK_Grant,Non Speciality Crop,RCP85
IL_Moultrie,KS_Sedgwick,Non Speciality Crop,RCP85
IL_Moultrie,KS_Harper,Non Speciality Crop,RCP85
IL_Moultrie,OK_Logan,Non Speciality Crop,RCP85
IL_Moultrie,OK_Canadian,Non Speciality Crop,RCP85
IL_Moultrie,KS_Cowley,Non Speciality Crop,RCP85
IL_Moultrie,KS_Kingman,Non Speciality Crop,RCP85
IL_Ogle,KS_Reno,Non Speciality Crop,RCP85
IL_Ogle,KS_Rice,Non Speciality Crop,RCP85
IL_Ogle,KS_Kingman,Non Speciality Crop,RCP85
IL_Ogle,KS_Harvey,Non Speciality Crop,RCP85
IL_Ogle,KS_McPherson,Non Speciality Crop,RCP85
IL_Ogle,KS_Harper,Non Speciality Crop,RCP85
IL_Ogle,OK_Alfalfa,Non Speciality Crop,RCP85
IL_Ogle,OK_Grant,Non Speciality Crop,RCP85
IL_Ogle,KS_Sumner,Non Speciality Crop,RCP85
IL_Ogle,KS_Mitchell,Non Speciality Crop,RCP85
IL_Peoria,KS_Sumner,Non Speciality Crop,RCP85
IL_Peoria,OK_Grant,Non Speciality Crop,RCP85
IL_Peoria,KS_Harper,Non Speciality Crop,RCP85
IL_Peoria,OK_Alfalfa,Non Speciality Crop,RCP85
IL_Peoria,KS_Kingman,Non Speciality Crop,RCP85
IL_Peoria,KS_Cowley,Non Speciality Crop,RCP85
IL_Peoria,KS_Sedgwick,Non Speciality Crop,RCP85
IL_Peoria,KS_Harvey,Non Speciality Crop,RCP85
IL_Peoria,KS_Reno,Non Speciality Crop,RCP85
IL_Peoria,OK_Major,Non Speciality Crop,RCP85
IL_Stark,KS_Harper,Non Speciality Crop,RCP85
IL_Stark,KS_Kingman,Non Speciality Crop,RCP85
IL_Stark,KS_Sumner,Non Speciality Crop,RCP85
IL_Stark,KS_Sedgwick,Non Speciality Crop,RCP85
IL_Stark,OK_Grant,Non Speciality Crop,RCP85
IL_Stark,OK_Alfalfa,Non Speciality Crop,RCP85
IL_Stark,KS_Harvey,Non Speciality Crop,RCP85
IL_Stark,KS_Reno,Non Speciality Crop,RCP85
IL_Stark,KS_Jefferson,Non Speciality Crop,RCP85
IL_Stark,KS_McPherson,Non Speciality Crop,RCP85
IL_Tazewell,OK_Grant,Non Speciality Crop,RCP85
IL_Tazewell,KS_Harper,Non Speciality Crop,RCP85
IL_Tazewell,KS_Sumner,Non Speciality Crop,RCP85
IL_Tazewell,OK_Alfalfa,Non Speciality Crop,RCP85
IL_Tazewell,OK_Garfield,Non Speciality Crop,RCP85
IL_Tazewell,KS_Kingman,Non Speciality Crop,RCP85
IL_Tazewell,OK_Major,Non Speciality Crop,RCP85
IL_Tazewell,OK_Kay,Non Speciality Crop,RCP85
IL_Tazewell,KS_Harvey,Non Speciality Crop,RCP85
IL_Tazewell,KS_Sedgwick,Non Speciality Crop,RCP85
IL_White,OK_Logan,Non Speciality Crop,RCP85
IL_White,OK_Tillman,Non Speciality Crop,RCP85
IL_White,OK_Murray,Non Speciality Crop,RCP85
IL_White,OK_Cotton,Non Speciality Crop,RCP85
IL_White,OK_Muskogee,Speciality Crop,RCP85
IL_White,TX_Wichita,Non Speciality Crop,RCP85
IL_White,TX_Wilbarger,Non Speciality Crop,RCP85
IL_White,OK_Marshall,Speciality Crop,RCP85
IL_White,OK_Kingfisher,Non Speciality Crop,RCP85
IL_White,AR_Woodruff,Non Speciality Crop,RCP85
IL_Whiteside,KS_Harper,Non Speciality Crop,RCP85
IL_Whiteside,KS_Harper,Non Speciality Crop,RCP85
IL_Whiteside,KS_Kingman,Non Speciality Crop,RCP85
IL_Whiteside,KS_Kingman,Non Speciality Crop,RCP85
IL_Whiteside,KS_Sedgwick,Non Speciality Crop,RCP85
IL_Whiteside,KS_Sedgwick,Non Speciality Crop,RCP85
IL_Whiteside,KS_Reno,Non Speciality Crop,RCP85
IL_Whiteside,KS_Reno,Non Speciality Crop,RCP85
IL_Whiteside,OK_Alfalfa,Non Speciality Crop,RCP85
IL_Whiteside,OK_Alfalfa,Non Speciality Crop,RCP85
IN_Bartholomew,AR_Greene,Non Speciality Crop,RCP85
IN_Bartholomew,MO_Butler,Non Speciality Crop,RCP85
IN_Bartholomew,MO_Dunklin,Speciality Crop,RCP85
IN_Bartholomew,KS_Cowley,Non Speciality Crop,RCP85
IN_Bartholomew,KS_Sumner,Non Speciality Crop,RCP85
IN_Bartholomew,AR_Lawrence,Non Speciality Crop,RCP85
IN_Bartholomew,OK_Kay,Non Speciality Crop,RCP85
IN_Bartholomew,OK_Noble,Non Speciality Crop,RCP85
IN_Bartholomew,OK_Logan,Non Speciality Crop,RCP85
IN_Bartholomew,OK_Kingfisher,Non Speciality Crop,RCP85
IN_Elkhart,KS_Sedgwick,Non Speciality Crop,RCP85
IN_Elkhart,KS_Butler,Non Speciality Crop,RCP85
IN_Elkhart,KS_Leavenworth,Non Speciality Crop,RCP85
IN_Elkhart,KS_Sumner,Non Speciality Crop,RCP85
IN_Elkhart,KS_Harper,Non Speciality Crop,RCP85
IN_Elkhart,OK_Kay,Non Speciality Crop,RCP85
IN_Elkhart,MO_Lewis,Non Speciality Crop,RCP85
IN_Elkhart,KS_Harvey,Non Speciality Crop,RCP85
IN_Elkhart,KS_Jefferson,Non Speciality Crop,RCP85
IN_Elkhart,KS_Cowley,Non Speciality Crop,RCP85
IN_Grant,KS_Harvey,Non Speciality Crop,RCP85
IN_Grant,KS_Sedgwick,Non Speciality Crop,RCP85
IN_Grant,KS_Butler,Non Speciality Crop,RCP85
IN_Grant,KS_Sumner,Non Speciality Crop,RCP85
IN_Grant,KS_Harper,Non Speciality Crop,RCP85
IN_Grant,MO_Saint Louis,Non Speciality Crop,RCP85
IN_Grant,MO_Saint Charles,Non Speciality Crop,RCP85
IN_Grant,KS_Leavenworth,Non Speciality Crop,RCP85
IN_Grant,KS_Kingman,Non Speciality Crop,RCP85
IN_Grant,KS_Reno,Non Speciality Crop,RCP85
IN_Knox,OK_Logan,Non Speciality Crop,RCP85
IN_Knox,OK_Kay,Non Speciality Crop,RCP85
IN_Knox,OK_Noble,Non Speciality Crop,RCP85
IN_Knox,AR_Woodruff,Non Speciality Crop,RCP85
IN_Knox,OK_Okfuskee,Non Speciality Crop,RCP85
IN_Knox,OK_Muskogee,Speciality Crop,RCP85
IN_Knox,OK_Kingfisher,Non Speciality Crop,RCP85
IN_Knox,AR_Jackson,Non Speciality Crop,RCP85
IN_Knox,TX_Wichita,Non Speciality Crop,RCP85
IN_Knox,OK_Tillman,Non Speciality Crop,RCP85
IN_Porter,KS_Sedgwick,Non Speciality Crop,RCP85
IN_Porter,KS_Leavenworth,Non Speciality Crop,RCP85
IN_Porter,KS_Harvey,Non Speciality Crop,RCP85
IN_Porter,KS_Butler,Non Speciality Crop,RCP85
IN_Porter,KS_Kingman,Non Speciality Crop,RCP85
IN_Porter,KS_Harper,Non Speciality Crop,RCP85
IN_Porter,OK_Grant,Non Speciality Crop,RCP85
IN_Porter,OK_Garfield,Non Speciality Crop,RCP85
IN_Porter,OK_Major,Non Speciality Crop,RCP85
IN_Randolph,KS_Sedgwick,Non Speciality Crop,RCP85
IN_Randolph,KS_Harvey,Non Speciality Crop,RCP85
IN_Randolph,KS_Butler,Non Speciality Crop,RCP85
IN_Randolph,IL_Randolph,Non Speciality Crop,RCP85
IN_Randolph,KS_Sumner,Non Speciality Crop,RCP85
IN_Randolph,KS_Cowley,Non Speciality Crop,RCP85
IN_Randolph,KS_Harper,Non Speciality Crop,RCP85
IN_Sullivan,OK_Canadian,Non Speciality Crop,RCP85
IN_Sullivan,KS_Cowley,Non Speciality Crop,RCP85
IN_Sullivan,OK_Logan,Non Speciality Crop,RCP85
IN_Sullivan,OK_Payne,Non Speciality Crop,RCP85
IN_Sullivan,OK_Tulsa,Speciality Crop,RCP85
IN_Sullivan,OK_Kingfisher,Non Speciality Crop,RCP85
IN_Sullivan,KS_Sedgwick,Non Speciality Crop,RCP85
IN_Sullivan,OK_Caddo,Non Speciality Crop,RCP85
IN_Sullivan,OK_Rogers,Speciality Crop,RCP85
IN_Sullivan,OK_Kay,Non Speciality Crop,RCP85
KS_Grant,OK_Harmon,Non Speciality Crop,RCP85
KS_Grant,TX_Hall,Non Speciality Crop,RCP85
KS_Grant,OK_Harper,Non Speciality Crop,RCP85
KS_Grant,TX_Hardeman,Non Speciality Crop,RCP85
KS_Grant,TX_Collingsworth,Non Speciality Crop,RCP85
KS_Grant,TX_Childress,Non Speciality Crop,RCP85
KS_Grant,TX_Cottle,Non Speciality Crop,RCP85
KS_Grant,TX_Hemphill,Non Speciality Crop,RCP85
KS_Grant,OK_Woods,Non Speciality Crop,RCP85
KS_Grant,TX_Roberts,Non Speciality Crop,RCP85
KS_Labette,OK_Tillman,Non Speciality Crop,RCP85
KS_Labette,TX_Wilbarger,Non Speciality Crop,RCP85
KS_Labette,TX_Wichita,Non Speciality Crop,RCP85
KS_Labette,OK_Cotton,Non Speciality Crop,RCP85
KS_Labette,TX_Foard,Non Speciality Crop,RCP85
KS_Labette,TX_Clay,Speciality Crop,RCP85
KS_Labette,OK_Jackson,Non Speciality Crop,RCP85
KS_Labette,TX_Archer,Non Speciality Crop,RCP85
KS_Labette,OK_Kiowa,Non Speciality Crop,RCP85
KS_Labette,OK_Murray,Non Speciality Crop,RCP85
MA_Bristol,MD_Calvert,Non Speciality Crop,RCP85
MA_Bristol,MD_Somerset,Non Speciality Crop,RCP85
MA_Bristol,MD_Saint Mary's,Non Speciality Crop,RCP85
MA_Bristol,MD_Talbot,Non Speciality Crop,RCP85
MA_Bristol,MD_Worcester,Speciality Crop,RCP85
MA_Bristol,MD_Anne Arundel,Non Speciality Crop,RCP85
MA_Bristol,VA_Westmoreland,Speciality Crop,RCP85
MA_Bristol,VA_Middlesex,Non Speciality Crop,RCP85
MA_Bristol,DE_Kent,Speciality Crop,RCP85
MA_Bristol,NJ_Monmouth,Speciality Crop,RCP85
MA_Franklin,MO_Macon,Non Speciality Crop,RCP85
MA_Franklin,MO_Shelby,Non Speciality Crop,RCP85
MA_Franklin,MO_Knox,Non Speciality Crop,RCP85
MA_Hampshire,MO_Audrain,Non Speciality Crop,RCP85
MA_Hampshire,IA_Lee,Non Speciality Crop,RCP85
MA_Hampshire,MO_Saint Charles,Non Speciality Crop,RCP85
MA_Hampshire,KS_Jefferson,Non Speciality Crop,RCP85
MA_Middlesex,OR_Jackson,Speciality Crop,RCP85
MA_Middlesex,IA_Lee,Non Speciality Crop,RCP85
MA_Middlesex,NJ_Burlington,Speciality Crop,RCP85
MA_Middlesex,IL_Henderson,Non Speciality Crop,RCP85
MA_Middlesex,CA_Tuolumne,Non Speciality Crop,RCP85
MA_Worcester,IL_Hancock,Non Speciality Crop,RCP85
MA_Worcester,MO_Clark,Non Speciality Crop,RCP85
MA_Worcester,IL_Adams,Non Speciality Crop,RCP85
MA_Worcester,IA_Jefferson,Non Speciality Crop,RCP85
MA_Worcester,IA_Lee,Non Speciality Crop,RCP85
MA_Worcester,MO_Audrain,Non Speciality Crop,RCP85
MD_Baltimore,MO_Dunklin,Speciality Crop,RCP85
MD_Baltimore,AR_Greene,Non Speciality Crop,RCP85
MD_Baltimore,AR_Jackson,Non Speciality Crop,RCP85
MD_Baltimore,AR_Independence,Non Speciality Crop,RCP85
MD_Baltimore,AR_Lawrence,Non Speciality Crop,RCP85
MD_Baltimore,MO_New Madrid,Non Speciality Crop,RCP85
MD_Baltimore,CA_Shasta,Speciality Crop,RCP85
MD_Baltimore,AR_Woodruff,Non Speciality Crop,RCP85
MD_Caroline,OK_Bryan,Speciality Crop,RCP85
MD_Caroline,OK_Johnston,Non Speciality Crop,RCP85
MD_Caroline,OK_Marshall,Speciality Crop,RCP85
MD_Caroline,AR_Jackson,Non Speciality Crop,RCP85
MD_Caroline,AR_Prairie,Non Speciality Crop,RCP85
MD_Caroline,TX_Grayson,Speciality Crop,RCP85
MD_Caroline,OK_Carter,Speciality Crop,RCP85
MD_Caroline,OK_Atoka,Speciality Crop,RCP85
MD_Carroll,MO_Dunklin,Speciality Crop,RCP85
MD_Carroll,AR_Greene,Non Speciality Crop,RCP85
MD_Carroll,AR_Jackson,Non Speciality Crop,RCP85
MD_Carroll,AR_Clay,Non Speciality Crop,RCP85
MD_Carroll,UT_Washington,Non Speciality Crop,RCP85
MD_Carroll,MO_Scott,Non Speciality Crop,RCP85
MD_Carroll,MO_New Madrid,Non Speciality Crop,RCP85
MD_Carroll,AR_Independence,Non Speciality Crop,RCP85
MD_Carroll,AR_Lawrence,Non Speciality Crop,RCP85
MD_Carroll,MO_Butler,Non Speciality Crop,RCP85
MD_Harford,AR_Jackson,Non Speciality Crop,RCP85
MD_Harford,MO_Dunklin,Speciality Crop,RCP85
MD_Harford,AR_Greene,Non Speciality Crop,RCP85
MD_Harford,MO_Butler,Non Speciality Crop,RCP85
MD_Harford,MO_New Madrid,Non Speciality Crop,RCP85
MD_Harford,AR_Lawrence,Non Speciality Crop,RCP85
MD_Harford,NV_Lincoln,Non Speciality Crop,RCP85
MD_Harford,CA_Shasta,Speciality Crop,RCP85
MD_Harford,AR_Woodruff,Non Speciality Crop,RCP85
MD_Washington,AR_Greene,Non Speciality Crop,RCP85
MD_Washington,MO_Dunklin,Speciality Crop,RCP85
MD_Washington,AR_Jackson,Non Speciality Crop,RCP85
MD_Washington,AR_Lawrence,Non Speciality Crop,RCP85
MD_Washington,MO_New Madrid,Non Speciality Crop,RCP85
MD_Washington,MO_Scott,Non Speciality Crop,RCP85
MD_Washington,MO_Butler,Non Speciality Crop,RCP85
MD_Washington,NV_Lincoln,Non Speciality Crop,RCP85
MD_Washington,AR_Clay,Non Speciality Crop,RCP85
MD_Washington,OK_Logan,Non Speciality Crop,RCP85
MD_Wicomico,AR_Prairie,Non Speciality Crop,RCP85
MD_Wicomico,AR_Lincoln,Non Speciality Crop,RCP85
MD_Wicomico,AR_Jefferson,Speciality Crop,RCP85
MD_Wicomico,AR_Arkansas,Non Speciality Crop,RCP85
MD_Wicomico,TX_Grayson,Speciality Crop,RCP85
MD_Wicomico,AR_Cleveland,Non Speciality Crop,RCP85
MD_Wicomico,TX_Rockwall,Non Speciality Crop,RCP85
MD_Wicomico,TX_Collin,Speciality Crop,RCP85
MD_Wicomico,AR_Lonoke,Speciality Crop,RCP85
MD_Wicomico,TX_Denton,Non Speciality Crop,RCP85
MD_Worcester,AR_Jefferson,Speciality Crop,RCP85
MD_Worcester,AR_Arkansas,Non Speciality Crop,RCP85
MD_Worcester,AR_Lincoln,Non Speciality Crop,RCP85
MD_Worcester,AR_Cleveland,Non Speciality Crop,RCP85
MD_Worcester,MS_Sunflower,Non Speciality Crop,RCP85
MD_Worcester,AR_Lonoke,Speciality Crop,RCP85
MD_Worcester,AR_Monroe,Non Speciality Crop,RCP85
MD_Worcester,AR_Prairie,Non Speciality Crop,RCP85
ME_Androscoggin,IL_Henderson,Non Speciality Crop,RCP85
ME_Androscoggin,OR_Jackson,Speciality Crop,RCP85
ME_Androscoggin,IA_Lee,Non Speciality Crop,RCP85
ME_Androscoggin,IA_Des Moines,Non Speciality Crop,RCP85
ME_Androscoggin,IA_Henry,Non Speciality Crop,RCP85
ME_Androscoggin,CA_Tuolumne,Non Speciality Crop,RCP85
ME_Androscoggin,OR_Josephine,Speciality Crop,RCP85
ME_Aroostook,MI_Saginaw,Speciality Crop,RCP85
ME_Aroostook,MI_Midland,Non Speciality Crop,RCP85
ME_Aroostook,WI_Milwaukee,Non Speciality Crop,RCP85
ME_Aroostook,MI_Wayne,Non Speciality Crop,RCP85
ME_Aroostook,OH_Defiance,Non Speciality Crop,RCP85
ME_Aroostook,IL_Cook,Speciality Crop,RCP85
ME_Cumberland,OR_Jackson,Speciality Crop,RCP85
ME_Cumberland,IA_Lee,Non Speciality Crop,RCP85
ME_Cumberland,IL_Henderson,Non Speciality Crop,RCP85
ME_Cumberland,CA_Tuolumne,Non Speciality Crop,RCP85
ME_Cumberland,IA_Henry,Non Speciality Crop,RCP85
ME_Cumberland,IA_Jefferson,Non Speciality Crop,RCP85
ME_Cumberland,OR_Josephine,Speciality Crop,RCP85
ME_Cumberland,MO_Knox,Non Speciality Crop,RCP85
ME_Oxford,IA_Muscatine,Speciality Crop,RCP85
ME_Oxford,CA_Siskiyou,Speciality Crop,RCP85
ME_Oxford,OR_Jackson,Speciality Crop,RCP85
ME_Penobscot,OR_Jackson,Speciality Crop,RCP85
ME_Penobscot,IA_Sioux,Non Speciality Crop,RCP85
ME_Penobscot,IA_Lyon,Non Speciality Crop,RCP85
ME_York,OR_Jackson,Speciality Crop,RCP85
ME_York,CA_Tuolumne,Non Speciality Crop,RCP85
ME_York,OR_Umatilla,Speciality Crop,RCP85
ME_York,IA_Lee,Non Speciality Crop,RCP85
ME_York,OR_Josephine,Speciality Crop,RCP85
ME_York,IL_Hancock,Non Speciality Crop,RCP85
ME_York,IL_Madison,Speciality Crop,RCP85
MI_Allegan,UT_Washington,Non Speciality Crop,RCP85
MI_Allegan,UT_Davis,Speciality Crop,RCP85
MI_Allegan,KS_Jefferson,Non Speciality Crop,RCP85
MI_Allegan,KS_Atchison,Non Speciality Crop,RCP85
MI_Allegan,KS_Leavenworth,Non Speciality Crop,RCP85
MI_Allegan,KS_Sedgwick,Non Speciality Crop,RCP85
MI_Allegan,PA_Montgomery,Non Speciality Crop,RCP85
MI_Allegan,OR_Jackson,Speciality Crop,RCP85
MI_Allegan,CA_Shasta,Speciality Crop,RCP85
MI_Antrim,OR_Jackson,Speciality Crop,RCP85
MI_Antrim,WA_Columbia,Non Speciality Crop,RCP85
MI_Antrim,WA_Garfield,Non Speciality Crop,RCP85
MI_Antrim,OR_Umatilla,Speciality Crop,RCP85
MI_Antrim,OR_Sherman,Non Speciality Crop,RCP85
MI_Antrim,WA_Chelan,Speciality Crop,RCP85
MI_Antrim,WA_Asotin,Non Speciality Crop,RCP85
MI_Arenac,OR_Morrow,Speciality Crop,RCP85
MI_Arenac,WA_Franklin,Speciality Crop,RCP85
MI_Arenac,UT_Davis,Speciality Crop,RCP85
MI_Arenac,WA_Walla Walla,Speciality Crop,RCP85
MI_Arenac,OR_Umatilla,Speciality Crop,RCP85
MI_Arenac,OR_Jackson,Speciality Crop,RCP85
MI_Arenac,WA_Benton,Speciality Crop,RCP85
MI_Arenac,UT_Salt Lake,Non Speciality Crop,RCP85
MI_Arenac,UT_Weber,Speciality Crop,RCP85
MI_Arenac,WA_Columbia,Non Speciality Crop,RCP85
MI_Bay,UT_Davis,Speciality Crop,RCP85
MI_Bay,WA_Benton,Speciality Crop,RCP85
MI_Bay,OR_Morrow,Speciality Crop,RCP85
MI_Bay,WA_Walla Walla,Speciality Crop,RCP85
MI_Bay,WA_Franklin,Speciality Crop,RCP85
MI_Bay,OR_Umatilla,Speciality Crop,RCP85
MI_Bay,UT_Washington,Non Speciality Crop,RCP85
MI_Bay,OR_Jackson,Speciality Crop,RCP85
MI_Bay,UT_Salt Lake,Non Speciality Crop,RCP85
MI_Benzie,OR_Jackson,Speciality Crop,RCP85
MI_Benzie,WA_Columbia,Non Speciality Crop,RCP85
MI_Benzie,MI_Wayne,Non Speciality Crop,RCP85
MI_Benzie,OR_Umatilla,Speciality Crop,RCP85
MI_Benzie,WA_Garfield,Non Speciality Crop,RCP85
MI_Benzie,WA_Asotin,Non Speciality Crop,RCP85
MI_Benzie,NY_Orleans,Speciality Crop,RCP85
MI_Benzie,OH_Ottawa,Speciality Crop,RCP85
MI_Berrien,UT_Washington,Non Speciality Crop,RCP85
MI_Berrien,KS_Leavenworth,Non Speciality Crop,RCP85
MI_Berrien,KS_Jefferson,Non Speciality Crop,RCP85
MI_Berrien,PA_Montgomery,Non Speciality Crop,RCP85
MI_Berrien,NJ_Burlington,Speciality Crop,RCP85
MI_Berrien,NJ_Monmouth,Speciality Crop,RCP85
MI_Berrien,CA_Shasta,Speciality Crop,RCP85
MI_Berrien,KS_Sedgwick,Non Speciality Crop,RCP85
MI_Branch,UT_Washington,Non Speciality Crop,RCP85
MI_Branch,KS_Jefferson,Non Speciality Crop,RCP85
MI_Branch,KS_Sedgwick,Non Speciality Crop,RCP85
MI_Branch,KS_Harvey,Non Speciality Crop,RCP85
MI_Branch,MO_Knox,Non Speciality Crop,RCP85
MI_Branch,IL_Hancock,Non Speciality Crop,RCP85
MI_Branch,KS_Leavenworth,Non Speciality Crop,RCP85
MI_Branch,KS_Atchison,Non Speciality Crop,RCP85
MI_Branch,KS_Sumner,Non Speciality Crop,RCP85
MI_Cass,KS_Sedgwick,Non Speciality Crop,RCP85
MI_Cass,KS_Butler,Non Speciality Crop,RCP85
MI_Cass,UT_Washington,Non Speciality Crop,RCP85
MI_Cass,KS_Sumner,Non Speciality Crop,RCP85
MI_Cass,MO_Knox,Non Speciality Crop,RCP85
MI_Cass,MO_Lewis,Non Speciality Crop,RCP85
MI_Cass,MO_Shelby,Non Speciality Crop,RCP85
MI_Cass,MO_Marion,Non Speciality Crop,RCP85
MI_Cass,KS_Harvey,Non Speciality Crop,RCP85
MI_Cass,KS_McPherson,Non Speciality Crop,RCP85
MI_Delta,WI_Milwaukee,Non Speciality Crop,RCP85
MI_Delta,OR_Jackson,Speciality Crop,RCP85
MI_Delta,MA_Norfolk,Non Speciality Crop,RCP85
MI_Delta,WA_Columbia,Non Speciality Crop,RCP85
MI_Genesee,UT_Washington,Non Speciality Crop,RCP85
MI_Genesee,UT_Davis,Speciality Crop,RCP85
MI_Genesee,KS_Atchison,Non Speciality Crop,RCP85
MI_Genesee,OR_Jackson,Speciality Crop,RCP85
MI_Genesee,KS_Jefferson,Non Speciality Crop,RCP85
MI_Genesee,KS_Leavenworth,Non Speciality Crop,RCP85
MI_Genesee,WA_Walla Walla,Speciality Crop,RCP85
MI_Genesee,KS_Sedgwick,Non Speciality Crop,RCP85
MI_Grand Traverse,OR_Jackson,Speciality Crop,RCP85
MI_Grand Traverse,OR_Umatilla,Speciality Crop,RCP85
MI_Grand Traverse,WA_Columbia,Non Speciality Crop,RCP85
MI_Grand Traverse,UT_Salt Lake,Non Speciality Crop,RCP85
MI_Grand Traverse,UT_Weber,Speciality Crop,RCP85
MI_Grand Traverse,UT_Davis,Speciality Crop,RCP85
MI_Grand Traverse,WA_Walla Walla,Speciality Crop,RCP85
MI_Grand Traverse,OR_Morrow,Speciality Crop,RCP85
MI_Grand Traverse,OR_Wasco,Non Speciality Crop,RCP85
MI_Grand Traverse,WA_Klickitat,Non Speciality Crop,RCP85
MI_Gratiot,UT_Davis,Speciality Crop,RCP85
MI_Gratiot,UT_Salt Lake,Non Speciality Crop,RCP85
MI_Gratiot,OR_Jackson,Speciality Crop,RCP85
MI_Gratiot,UT_Washington,Non Speciality Crop,RCP85
MI_Gratiot,WA_Walla Walla,Speciality Crop,RCP85
MI_Gratiot,WA_Benton,Speciality Crop,RCP85
MI_Gratiot,KS_Cloud,Non Speciality Crop,RCP85
MI_Gratiot,WA_Franklin,Speciality Crop,RCP85
MI_Gratiot,OR_Morrow,Speciality Crop,RCP85
MI_Gratiot,KS_Harvey,Non Speciality Crop,RCP85
MI_Ionia,UT_Davis,Speciality Crop,RCP85
MI_Ionia,UT_Salt Lake,Non Speciality Crop,RCP85
MI_Ionia,UT_Washington,Non Speciality Crop,RCP85
MI_Ionia,KS_Republic,Non Speciality Crop,RCP85
MI_Ionia,KS_Cloud,Non Speciality Crop,RCP85
MI_Ionia,OR_Jackson,Speciality Crop,RCP85
MI_Ionia,KS_Mitchell,Non Speciality Crop,RCP85
MI_Ionia,KS_Harvey,Non Speciality Crop,RCP85
MI_Ionia,KS_McPherson,Non Speciality Crop,RCP85
MI_Ionia,KS_Sedgwick,Non Speciality Crop,RCP85
